Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification,average_price_usd_2020
X6,2012,North America,Black,Diesel,Automatic,3.6,82497,114982,High,67327.0
5 Series,2020,Europe,Silver,Electric,Automatic,4.7,166765,111622,Low,32267.0
X1,2011,Middle East,Silver,Hybrid,Automatic,2.5,43987,47531,Low,35001.0
X1,2017,Middle East,Silver,Electric,Manual,3.2,92795,48856,Low,38120.0
X6,2022,Middle East,Grey,Hybrid,Manual,4.5,17577,54015,High,63974.0
X3,2010,Middle East,Blue,Hybrid,Automatic,3.5,158583,106332,High,40011.0
3 Series,2019,Africa,Silver,Electric,Manual,4.6,23756,62663,Low,39352.0
X5,2016,Middle East,Blue,Diesel,Manual,4.6,71525,107018,Low,59607.0
M5,2014,Africa,Blue,Diesel,Automatic,2.8,140743,45255,Low,110913.0
7 Series,2022,Asia,Blue,Diesel,Automatic,3.1,19033,106938,Low,85550.0
i8,2015,Europe,Grey,Diesel,Manual,3.9,37320,49483,High,145941.0
X5,2017,Europe,Black,Electric,Manual,1.9,38875,71482,High,55145.0
M3,2013,Middle East,White,Hybrid,Manual,3.1,36486,100835,Low,72465.0
X6,2023,Africa,Silver,Diesel,Automatic,4.5,190560,99382,High,62922.0
3 Series,2020,Middle East,Black,Petrol,Manual,4.8,27660,91705,Low,36469.0
X3,2012,Europe,Silver,Diesel,Automatic,2.0,175073,41132,High,44848.0
5 Series,2016,South America,Black,Diesel,Manual,3.8,19594,39702,Low,37037.0
5 Series,2011,Asia,Red,Diesel,Manual,3.7,29166,38148,Low,37269.0
7 Series,2021,Asia,Black,Diesel,Manual,4.2,35055,30175,Low,88132.0
i8,2017,Asia,Blue,Diesel,Automatic,3.9,143836,43033,Low,153397.0
X6,2022,Middle East,Black,Petrol,Automatic,2.3,87535,78116,Low,60407.0
7 Series,2016,Asia,Red,Hybrid,Manual,2.5,156922,51122,Low,97822.0
X6,2021,Africa,White,Petrol,Automatic,2.1,34778,118293,High,60253.0
M3,2021,North America,White,Petrol,Automatic,4.7,10456,54025,Low,71403.0
X5,2017,North America,Black,Electric,Automatic,3.3,173678,56849,Low,59258.0
X3,2011,Africa,White,Electric,Automatic,4.9,92263,98460,High,42091.0
M5,2012,Asia,Red,Diesel,Manual,3.1,194098,30806,Low,111541.0
5 Series,2021,Middle East,Black,Petrol,Automatic,3.4,182142,110079,Low,30943.0
X3,2013,South America,Black,Hybrid,Automatic,4.3,175501,80154,Low,40387.0
X6,2021,Africa,Blue,Diesel,Automatic,4.3,35853,111379,Low,66328.0
X5,2018,Asia,White,Electric,Manual,2.3,141037,99110,Low,56582.0
X6,2021,South America,Red,Diesel,Automatic,2.5,199542,34416,Low,67801.0
5 Series,2021,North America,Red,Hybrid,Manual,1.8,32680,101017,Low,32292.0
X1,2014,Asia,Silver,Electric,Manual,4.3,189591,111812,Low,39084.0
X1,2015,South America,Black,Electric,Automatic,4.3,129924,79799,High,39464.0
X5,2010,Africa,Black,Diesel,Automatic,1.8,152865,41042,Low,56182.0
X5,2023,Africa,Red,Diesel,Manual,3.1,118107,56577,Low,56586.0
X3,2013,Africa,Black,Electric,Manual,3.4,159789,58204,Low,44352.0
3 Series,2019,Europe,Silver,Electric,Manual,3.3,125388,75486,High,39872.0
M5,2017,Middle East,Silver,Hybrid,Automatic,4.9,115727,103371,High,112891.0
X3,2017,Africa,Silver,Petrol,Automatic,4.2,93780,47690,Low,44597.0
X6,2019,South America,Silver,Petrol,Automatic,1.9,160789,48269,Low,65031.0
3 Series,2015,Middle East,Blue,Diesel,Automatic,2.5,20694,74580,High,39572.0
3 Series,2017,Middle East,Red,Electric,Automatic,2.7,23327,88146,High,39593.0
M5,2018,Europe,Red,Petrol,Manual,2.6,82088,107970,Low,114178.0
i3,2014,Africa,Black,Diesel,Automatic,4.3,179094,56985,High,43931.0
X5,2010,Middle East,Blue,Diesel,Manual,2.8,178082,90712,Low,57332.0
M3,2010,Africa,White,Petrol,Automatic,3.2,47192,89126,Low,76819.0
M5,2011,Europe,Black,Electric,Automatic,2.4,138154,33203,High,110356.0
5 Series,2014,South America,Red,Hybrid,Manual,2.6,198461,34470,Low,31172.0
7 Series,2016,North America,Grey,Electric,Automatic,4.2,108588,65914,Low,85244.0
5 Series,2016,Asia,Grey,Petrol,Manual,4.5,70396,40284,Low,37787.0
M3,2024,Middle East,Silver,Petrol,Automatic,1.6,49245,100043,Low,78737.0
X1,2013,Africa,Blue,Hybrid,Manual,3.6,54712,30487,High,38711.0
X1,2022,Asia,Grey,Diesel,Automatic,3.7,70365,77427,Low,35827.0
7 Series,2023,South America,Blue,Hybrid,Manual,3.9,160255,95702,Low,95028.0
M5,2023,Europe,White,Hybrid,Automatic,4.6,123318,53938,Low,113129.0
M3,2020,Africa,White,Petrol,Manual,1.8,197278,62289,Low,75372.0
X1,2019,Europe,Black,Petrol,Automatic,4.2,97785,37380,High,35091.0
X3,2012,Europe,White,Electric,Manual,4.5,157109,65352,High,40641.0
5 Series,2011,Africa,Grey,Electric,Automatic,3.5,151950,101746,Low,37529.0
M3,2012,Asia,White,Hybrid,Automatic,2.1,182961,92672,Low,78223.0
X3,2017,Middle East,White,Hybrid,Automatic,4.5,127511,89990,Low,44125.0
X6,2024,Middle East,Red,Electric,Manual,4.1,9968,115136,Low,67905.0
M3,2010,Europe,Blue,Electric,Automatic,2.3,146471,106372,Low,75101.0
5 Series,2013,Africa,Grey,Petrol,Automatic,3.7,20343,83710,High,31935.0
5 Series,2016,Middle East,Grey,Hybrid,Manual,3.3,181168,38182,Low,36122.0
i3,2014,Africa,Blue,Diesel,Manual,2.4,180960,38952,Low,44658.0
M3,2010,North America,Black,Hybrid,Manual,2.0,88803,66624,Low,72658.0
3 Series,2015,Middle East,Silver,Hybrid,Automatic,3.1,75633,73084,Low,36067.0
X3,2022,Middle East,Red,Electric,Manual,4.4,57825,94305,Low,41356.0
5 Series,2014,Europe,Grey,Petrol,Automatic,2.0,56746,46954,Low,35666.0
3 Series,2012,South America,Grey,Petrol,Automatic,3.6,15933,88382,Low,37677.0
X6,2020,Middle East,Red,Electric,Manual,4.4,156306,34939,High,65678.0
7 Series,2024,South America,Blue,Diesel,Manual,2.3,39135,41928,High,91113.0
M3,2020,South America,Black,Hybrid,Automatic,4.0,2929,73373,Low,73429.0
X1,2018,Europe,Blue,Diesel,Manual,3.6,91894,116985,High,36813.0
X6,2011,Middle East,Red,Hybrid,Automatic,2.1,89561,72678,Low,61681.0
7 Series,2014,North America,Red,Petrol,Automatic,2.4,153352,116903,Low,86929.0
X1,2018,North America,Black,Electric,Automatic,4.6,12131,96669,Low,35752.0
X1,2017,Africa,Black,Petrol,Manual,3.2,43068,118593,Low,39864.0
M3,2015,North America,Blue,Petrol,Automatic,4.7,76065,30353,Low,70961.0
X6,2015,Africa,Grey,Diesel,Manual,1.5,7365,62929,Low,69505.0
7 Series,2014,Asia,Grey,Hybrid,Manual,4.8,180640,74671,Low,85062.0
3 Series,2010,Europe,White,Petrol,Manual,4.0,129486,106180,High,37473.0
7 Series,2014,North America,White,Petrol,Manual,4.2,121681,31161,High,93262.0
3 Series,2023,South America,Grey,Petrol,Automatic,4.7,68694,109905,Low,39101.0
i3,2016,Middle East,Red,Diesel,Manual,4.9,157242,47613,Low,42330.0
M3,2018,Asia,Black,Electric,Manual,1.8,182598,64797,High,74636.0
X5,2024,South America,Black,Hybrid,Manual,2.2,181300,73271,High,59002.0
X5,2010,South America,Grey,Petrol,Automatic,4.4,66815,61460,Low,57919.0
X5,2012,Africa,Blue,Hybrid,Manual,2.7,199251,100753,Low,58198.0
X3,2017,South America,Red,Petrol,Manual,3.6,111969,109206,Low,44423.0
X1,2015,South America,Blue,Petrol,Manual,4.5,159019,103126,Low,36566.0
M3,2022,North America,Silver,Electric,Automatic,3.9,172956,65552,High,71454.0
X5,2014,Africa,Silver,Diesel,Automatic,1.7,124038,74547,Low,55677.0
5 Series,2019,Middle East,Silver,Hybrid,Automatic,1.7,61421,46970,Low,37493.0
X1,2012,South America,White,Diesel,Automatic,2.3,119492,79741,Low,37683.0
5 Series,2021,Asia,Grey,Hybrid,Automatic,1.5,55128,70102,Low,33709.0
M5,2011,South America,Silver,Diesel,Manual,4.3,152157,97969,Low,112141.0
M3,2010,Africa,Blue,Diesel,Automatic,4.9,163312,77457,Low,70401.0
X5,2016,Asia,Silver,Diesel,Manual,4.9,3602,82023,Low,55377.0
M5,2023,Middle East,Red,Electric,Automatic,2.5,143389,79388,Low,105352.0
3 Series,2012,Europe,White,Hybrid,Manual,4.4,40199,107106,Low,37397.0
i8,2016,Europe,Grey,Hybrid,Manual,3.9,95317,86026,High,154261.0
X6,2021,Europe,Silver,Hybrid,Manual,4.3,198621,110081,High,66255.0
M3,2016,Middle East,Red,Electric,Automatic,4.5,46353,47375,Low,72864.0
M3,2017,South America,Silver,Petrol,Automatic,4.9,140246,30951,Low,78212.0
7 Series,2010,Asia,Red,Electric,Automatic,2.0,160571,69025,Low,95236.0
X5,2019,North America,Black,Petrol,Automatic,4.1,70443,90287,Low,55502.0
M5,2018,Asia,Grey,Electric,Manual,2.5,181355,118519,High,106365.0
7 Series,2021,Middle East,Grey,Hybrid,Automatic,2.9,103475,58230,Low,85134.0
M3,2020,South America,Red,Diesel,Automatic,2.1,50541,52427,Low,74041.0
M5,2016,Europe,Grey,Hybrid,Automatic,4.7,188367,107477,Low,112960.0
M3,2017,Middle East,Red,Hybrid,Manual,3.6,119180,47303,High,77037.0
X5,2012,Africa,Black,Diesel,Manual,3.3,134057,98134,High,57711.0
X5,2022,North America,Grey,Petrol,Automatic,2.3,173901,102834,High,55118.0
M5,2013,South America,Blue,Hybrid,Manual,4.3,183059,103829,Low,107546.0
i3,2013,Europe,White,Hybrid,Automatic,1.5,192223,48670,Low,44144.0
X1,2019,Asia,Blue,Diesel,Automatic,4.5,69441,57716,Low,37919.0
X3,2023,South America,Silver,Electric,Automatic,3.7,37859,50291,High,41214.0
X6,2021,Asia,Red,Diesel,Manual,3.7,59990,115634,High,64926.0
7 Series,2017,Africa,Red,Petrol,Automatic,1.7,138032,88256,Low,92598.0
X3,2010,Europe,Black,Hybrid,Manual,2.5,144731,77960,Low,44220.0
X1,2017,Middle East,Blue,Hybrid,Automatic,3.9,132804,98566,High,36069.0
X1,2018,Africa,Grey,Hybrid,Automatic,1.7,73088,43683,Low,37457.0
X1,2018,Africa,Blue,Hybrid,Automatic,2.7,104626,67448,Low,37453.0
X5,2013,Africa,Black,Hybrid,Manual,3.2,89286,96741,Low,56876.0
X6,2013,Middle East,White,Petrol,Manual,2.8,143925,68583,Low,64611.0
7 Series,2018,North America,Blue,Diesel,Automatic,3.1,88022,43926,Low,99237.0
i3,2017,Africa,Red,Diesel,Automatic,1.9,76825,61866,Low,40955.0
M3,2019,Middle East,Black,Petrol,Automatic,2.1,142157,99553,Low,71540.0
5 Series,2024,South America,Grey,Petrol,Manual,4.4,55770,51489,Low,34446.0
M5,2019,Asia,Black,Hybrid,Manual,3.1,187157,99182,Low,112999.0
X5,2021,Europe,Silver,Petrol,Manual,2.7,71856,39867,Low,57605.0
5 Series,2016,Asia,Red,Electric,Automatic,3.0,117165,102877,Low,32934.0
i3,2021,South America,Grey,Diesel,Manual,2.1,121827,66573,Low,40193.0
M3,2012,Middle East,Red,Electric,Automatic,2.3,22672,82433,High,73472.0
X5,2013,North America,Black,Diesel,Automatic,3.3,68189,60351,High,58151.0
X3,2024,Middle East,Black,Hybrid,Automatic,2.8,145876,98070,Low,44499.0
X1,2018,Asia,White,Petrol,Automatic,3.2,165511,66125,High,38353.0
3 Series,2023,Asia,Black,Diesel,Manual,2.0,176316,76252,High,36396.0
X5,2022,Middle East,Blue,Electric,Manual,2.0,30465,83162,High,59860.0
X3,2017,Europe,Grey,Hybrid,Manual,2.8,41007,41156,Low,42804.0
X5,2021,Africa,Red,Hybrid,Automatic,2.8,19188,93061,Low,55486.0
X5,2021,Africa,White,Hybrid,Automatic,4.6,150332,39327,Low,55451.0
X3,2010,North America,Silver,Diesel,Manual,1.6,163340,78280,High,40918.0
M5,2012,Europe,White,Diesel,Automatic,5.0,49564,95117,High,106731.0
7 Series,2023,Africa,Grey,Petrol,Manual,4.8,198718,115445,Low,96533.0
M3,2021,Africa,Silver,Hybrid,Automatic,3.4,146274,83624,High,73127.0
i8,2019,Europe,Red,Hybrid,Manual,4.0,70365,105052,High,154159.0
X6,2011,Europe,Black,Electric,Automatic,4.8,24109,85864,High,61133.0
M3,2011,Africa,White,Diesel,Manual,2.4,41377,38476,Low,72241.0
X5,2022,Middle East,Blue,Electric,Automatic,2.6,182611,87314,High,59272.0
7 Series,2017,South America,Red,Diesel,Manual,3.5,169870,32824,Low,87433.0
5 Series,2015,Europe,Blue,Electric,Automatic,2.1,8057,72801,High,37424.0
M5,2021,Africa,Red,Petrol,Manual,4.8,158025,73028,Low,108069.0
7 Series,2021,Africa,Grey,Electric,Manual,3.0,136428,71748,Low,87093.0
M3,2021,Middle East,White,Hybrid,Automatic,4.7,147735,91818,Low,71179.0
3 Series,2022,Middle East,Blue,Hybrid,Manual,2.2,35665,100957,Low,39559.0
X3,2015,Middle East,Silver,Petrol,Automatic,3.9,95259,75970,Low,40976.0
M5,2013,North America,Silver,Petrol,Automatic,3.8,114251,75400,Low,114034.0
X5,2010,Middle East,White,Hybrid,Manual,2.9,10976,64805,Low,57129.0
X1,2020,Africa,Grey,Diesel,Automatic,4.6,193935,110224,Low,36688.0
M5,2016,Middle East,Silver,Diesel,Automatic,3.0,15280,119592,Low,112853.0
X1,2011,South America,Grey,Electric,Manual,3.0,86743,71903,Low,39340.0
X1,2013,Africa,White,Electric,Manual,2.8,143849,62033,Low,35561.0
3 Series,2015,North America,Grey,Hybrid,Manual,3.6,191112,54476,Low,38198.0
X5,2023,Middle East,Grey,Electric,Automatic,3.3,152802,103976,High,56800.0
X3,2014,North America,White,Petrol,Automatic,3.7,171535,73144,Low,40037.0
3 Series,2013,Africa,Silver,Hybrid,Automatic,3.8,87240,79712,High,39595.0
X3,2023,Europe,Silver,Petrol,Automatic,1.9,109259,103824,Low,42629.0
X6,2013,North America,Blue,Electric,Automatic,2.6,11568,71188,High,66998.0
X6,2019,North America,White,Petrol,Automatic,4.1,773,102369,High,68680.0
i8,2016,North America,Red,Hybrid,Manual,1.8,106269,79316,Low,146567.0
7 Series,2016,Asia,Black,Petrol,Manual,2.6,50668,57357,Low,92082.0
7 Series,2011,Europe,Grey,Petrol,Automatic,4.8,90986,54910,High,86141.0
M3,2022,Europe,Grey,Diesel,Manual,4.5,51884,95122,Low,71553.0
X1,2016,Europe,Silver,Electric,Manual,3.8,22627,66512,Low,36062.0
X3,2011,South America,Black,Hybrid,Manual,1.8,140120,112190,Low,40379.0
3 Series,2013,Africa,Red,Electric,Automatic,3.6,194332,93253,Low,38308.0
X5,2024,South America,Silver,Electric,Automatic,1.5,90291,43888,Low,57320.0
3 Series,2010,Europe,Black,Petrol,Manual,3.8,11548,108131,Low,38385.0
X1,2014,South America,Silver,Electric,Manual,4.1,168054,93024,Low,39483.0
3 Series,2010,North America,Grey,Electric,Manual,3.2,144487,53460,Low,36075.0
5 Series,2013,South America,White,Hybrid,Automatic,1.5,11464,44025,High,32204.0
5 Series,2022,Middle East,Silver,Petrol,Manual,3.8,149588,57331,Low,36996.0
i3,2018,Asia,Silver,Diesel,Manual,4.4,154350,97635,Low,42483.0
X5,2022,Asia,Silver,Hybrid,Automatic,3.6,487,93682,Low,56598.0
X5,2021,Middle East,Grey,Diesel,Manual,4.0,46346,92074,Low,55628.0
M5,2017,North America,White,Diesel,Automatic,1.8,16531,42907,High,113254.0
M3,2015,South America,Black,Hybrid,Automatic,4.0,94281,75624,Low,73845.0
7 Series,2024,North America,Grey,Hybrid,Automatic,3.6,179384,78945,Low,92756.0
i3,2017,Asia,Silver,Hybrid,Manual,2.7,128764,103654,High,40150.0
M5,2014,Africa,Black,Diesel,Manual,3.9,5547,65027,Low,113973.0
X6,2016,Middle East,Silver,Electric,Manual,3.8,64496,79716,Low,61687.0
X3,2017,Europe,Blue,Electric,Manual,3.6,143231,60419,Low,44950.0
M3,2016,North America,Grey,Diesel,Automatic,2.1,38816,41258,Low,72455.0
X3,2023,North America,Grey,Petrol,Automatic,2.5,124218,86632,Low,42047.0
X5,2013,Middle East,Grey,Electric,Manual,5.0,58070,109594,Low,55908.0
3 Series,2014,Europe,Black,Electric,Automatic,3.0,161603,51514,Low,37264.0
X6,2022,Africa,Blue,Diesel,Automatic,1.7,68844,54055,High,60938.0
3 Series,2023,Middle East,White,Hybrid,Manual,4.6,140814,96327,Low,39728.0
5 Series,2019,Europe,Grey,Electric,Manual,2.1,120809,112249,Low,33351.0
X5,2015,South America,White,Petrol,Automatic,2.9,168834,100756,High,57869.0
3 Series,2023,Asia,Silver,Electric,Manual,2.5,138690,118783,Low,35764.0
3 Series,2023,Africa,White,Diesel,Manual,4.9,76760,33962,Low,38074.0
X3,2021,Europe,White,Diesel,Manual,2.8,68949,30378,High,43070.0
X1,2015,Africa,Blue,Hybrid,Manual,3.6,92746,104248,Low,39208.0
X6,2022,Africa,Blue,Hybrid,Manual,1.7,88100,73230,Low,64499.0
i8,2018,North America,Silver,Electric,Manual,2.8,129691,65671,Low,149450.0
7 Series,2019,Middle East,Blue,Hybrid,Manual,2.9,113171,96569,Low,91741.0
M5,2023,Africa,Black,Hybrid,Automatic,5.0,85247,91974,Low,114601.0
X6,2023,South America,Red,Diesel,Automatic,4.3,27250,102258,High,65778.0
3 Series,2011,Asia,Silver,Petrol,Automatic,4.5,60437,77981,Low,35129.0
M5,2015,North America,Silver,Hybrid,Manual,2.6,193081,106313,Low,110598.0
M5,2022,Europe,White,Electric,Automatic,2.7,199370,105889,High,114873.0
X6,2012,Middle East,White,Diesel,Automatic,3.3,161302,83478,Low,65980.0
5 Series,2023,Asia,Silver,Hybrid,Manual,3.7,159329,108644,Low,35597.0
M3,2011,South America,White,Hybrid,Automatic,4.0,84001,77358,Low,76270.0
7 Series,2015,South America,Black,Petrol,Manual,4.4,31977,55895,High,86480.0
5 Series,2013,South America,Silver,Diesel,Manual,4.6,19633,58341,Low,37958.0
i3,2014,Africa,Blue,Electric,Automatic,1.6,197678,80790,Low,40450.0
X1,2014,South America,Black,Diesel,Automatic,4.3,69079,116571,Low,36821.0
7 Series,2012,North America,Blue,Electric,Manual,3.6,65200,56182,Low,87607.0
i3,2021,Middle East,Grey,Electric,Manual,3.4,7042,47038,High,43745.0
i3,2013,South America,White,Electric,Automatic,3.7,107421,74363,Low,41279.0
5 Series,2012,Africa,Grey,Hybrid,Automatic,4.6,125718,93064,Low,31290.0
3 Series,2016,Europe,Black,Diesel,Manual,3.4,26176,95425,Low,38694.0
X3,2024,Africa,Black,Electric,Manual,2.1,173841,83954,Low,44726.0
X1,2010,North America,Silver,Electric,Automatic,3.0,138675,112449,Low,39362.0
X1,2024,North America,Grey,Electric,Automatic,4.7,168898,39977,Low,38780.0
5 Series,2015,North America,Black,Hybrid,Automatic,4.4,177658,69590,Low,30795.0
5 Series,2010,Middle East,Black,Electric,Automatic,4.0,2072,77160,Low,32212.0
M5,2010,Europe,Silver,Electric,Manual,2.4,144129,103932,Low,112453.0
X5,2014,South America,Black,Hybrid,Manual,2.7,55481,78068,High,58840.0
X6,2014,North America,Black,Petrol,Automatic,3.0,141174,73288,Low,67596.0
X5,2019,Middle East,White,Electric,Automatic,1.6,8847,74621,Low,55767.0
i3,2016,Africa,Blue,Diesel,Automatic,4.2,195774,110338,Low,42590.0
M5,2022,Middle East,Grey,Hybrid,Manual,4.5,14890,70333,Low,106834.0
M5,2021,Middle East,Red,Diesel,Manual,3.4,5736,34851,Low,112217.0
X5,2013,Europe,White,Diesel,Manual,2.1,123563,35357,High,59319.0
X1,2023,Asia,Black,Hybrid,Manual,2.4,28687,32830,Low,37246.0
5 Series,2018,South America,Grey,Electric,Automatic,1.9,96974,90407,High,35480.0
X5,2013,Europe,Black,Petrol,Manual,2.1,55814,82116,High,57176.0
X6,2014,Middle East,Silver,Diesel,Manual,3.2,114449,37513,High,63783.0
X5,2014,Asia,Red,Diesel,Manual,2.4,144725,39652,Low,56393.0
7 Series,2015,Middle East,White,Electric,Manual,4.8,30525,72851,Low,87637.0
X5,2017,Europe,Silver,Hybrid,Automatic,3.3,118844,84970,Low,55203.0
X6,2024,Middle East,Black,Electric,Automatic,3.3,80189,48279,High,65881.0
X3,2014,Asia,Blue,Hybrid,Automatic,3.3,119052,101132,Low,42185.0
X6,2024,Africa,Blue,Petrol,Manual,1.9,145722,88846,Low,62115.0
X1,2012,Africa,Grey,Electric,Manual,4.9,143257,54649,High,36807.0
X5,2015,North America,Blue,Diesel,Automatic,1.8,59388,89444,Low,57782.0
5 Series,2021,Asia,Red,Hybrid,Manual,1.7,121744,109032,Low,30477.0
M3,2023,North America,Blue,Petrol,Automatic,3.1,184574,33931,Low,79884.0
3 Series,2011,South America,Red,Petrol,Automatic,4.6,54799,87528,Low,36493.0
M3,2021,North America,Red,Petrol,Manual,4.2,113400,108659,Low,75116.0
X3,2017,Europe,Black,Petrol,Automatic,3.4,189196,58372,High,42202.0
3 Series,2017,Africa,Blue,Diesel,Automatic,2.1,123076,70576,Low,35547.0
5 Series,2024,Asia,White,Hybrid,Manual,4.8,26849,73747,Low,34337.0
X6,2012,North America,Red,Petrol,Manual,4.0,91154,111759,High,66853.0
X6,2021,Asia,Blue,Hybrid,Manual,2.8,59356,64564,High,64713.0
X5,2017,Asia,Silver,Diesel,Manual,2.6,22108,81428,Low,59015.0
i8,2018,Africa,Blue,Hybrid,Manual,2.3,80971,105743,Low,158270.0
3 Series,2014,Asia,Red,Petrol,Automatic,4.3,198389,74457,High,38364.0
5 Series,2014,Asia,Blue,Electric,Automatic,3.0,90231,111555,High,33258.0
i8,2015,North America,Red,Hybrid,Automatic,2.7,84533,55574,Low,144652.0
3 Series,2016,Asia,Black,Hybrid,Automatic,4.7,17373,118196,Low,39554.0
7 Series,2012,South America,Red,Electric,Automatic,2.0,60336,92029,Low,88058.0
i3,2014,Middle East,Blue,Diesel,Automatic,2.4,1948,116709,Low,41554.0
7 Series,2020,Europe,Black,Hybrid,Manual,2.4,147388,80425,Low,87149.0
M3,2019,Asia,Black,Electric,Manual,3.5,84724,108309,High,76326.0
X3,2014,Asia,Silver,Diesel,Automatic,3.6,129920,106952,Low,43256.0
3 Series,2013,Africa,White,Diesel,Automatic,1.7,178282,84114,High,37110.0
M3,2010,North America,White,Petrol,Automatic,2.0,180527,64064,Low,77337.0
i3,2016,Europe,White,Hybrid,Manual,2.2,78061,60155,Low,40992.0
7 Series,2010,Middle East,Blue,Hybrid,Automatic,1.9,76714,54564,Low,98094.0
7 Series,2022,Africa,Silver,Electric,Manual,2.3,131341,84067,Low,87290.0
X3,2017,Africa,Grey,Hybrid,Manual,2.7,161311,35844,Low,41556.0
X1,2023,Middle East,Grey,Petrol,Manual,4.3,116079,33523,Low,38793.0
M3,2019,South America,Silver,Electric,Manual,2.3,39095,116795,Low,76141.0
i3,2021,South America,Red,Hybrid,Automatic,3.8,137292,88444,Low,41037.0
X5,2011,Middle East,Black,Diesel,Manual,1.7,6879,77339,High,58297.0
i8,2019,Asia,Red,Hybrid,Automatic,3.8,135345,89724,Low,159362.0
X1,2022,North America,Silver,Petrol,Automatic,4.3,34056,119292,Low,38394.0
X6,2021,Middle East,White,Petrol,Automatic,3.6,173982,77708,Low,67173.0
X1,2014,South America,Grey,Diesel,Manual,2.2,134066,49858,Low,38500.0
X3,2015,North America,Silver,Petrol,Automatic,4.3,175281,109359,High,43744.0
M3,2018,Middle East,Grey,Electric,Automatic,3.0,159848,40759,Low,76688.0
7 Series,2024,Africa,Blue,Petrol,Automatic,2.4,21456,82148,High,91737.0
X1,2023,Asia,White,Petrol,Automatic,4.8,103678,35423,Low,38282.0
3 Series,2016,Africa,Blue,Hybrid,Automatic,3.7,154743,50729,Low,38919.0
5 Series,2015,Middle East,Silver,Petrol,Automatic,4.3,88477,43767,High,34170.0
X3,2014,Africa,Black,Hybrid,Automatic,1.6,176749,36435,Low,44886.0
3 Series,2015,South America,Black,Petrol,Automatic,2.7,107146,58250,Low,36964.0
X6,2024,Middle East,Blue,Petrol,Manual,3.1,70530,119706,High,61550.0
5 Series,2023,Africa,White,Petrol,Manual,3.6,6837,94056,High,32420.0
X5,2020,South America,Grey,Diesel,Automatic,2.2,178156,63109,Low,59275.0
M3,2013,Asia,White,Electric,Automatic,3.2,110546,52595,High,71577.0
3 Series,2010,Africa,Red,Hybrid,Automatic,3.9,78997,39625,Low,35775.0
3 Series,2021,Asia,Red,Electric,Manual,3.9,21558,89527,High,35983.0
5 Series,2018,Africa,Grey,Diesel,Manual,2.9,57173,41182,Low,36240.0
X6,2020,North America,Blue,Electric,Manual,3.1,104254,35152,High,65774.0
5 Series,2014,Asia,Silver,Electric,Manual,2.0,141151,74493,High,33721.0
X5,2017,Asia,Blue,Hybrid,Manual,3.8,45911,78392,Low,59546.0
X6,2016,Asia,Red,Diesel,Manual,2.3,35400,95303,Low,62071.0
3 Series,2017,Middle East,Silver,Petrol,Automatic,4.4,111150,82938,Low,39929.0
X3,2010,Asia,Red,Petrol,Automatic,3.4,187992,111573,Low,41208.0
X5,2018,Asia,Grey,Petrol,Automatic,3.5,47189,119038,High,58572.0
X3,2010,Middle East,Silver,Hybrid,Manual,4.7,191110,36631,Low,40128.0
5 Series,2012,South America,Grey,Hybrid,Automatic,2.1,64251,86561,High,37673.0
i3,2017,Europe,Blue,Hybrid,Automatic,3.4,199421,111425,Low,43476.0
5 Series,2021,South America,White,Hybrid,Automatic,2.8,120500,68077,High,36063.0
M3,2020,Asia,Red,Petrol,Manual,4.9,112022,68369,Low,72850.0
M3,2010,Africa,Grey,Diesel,Manual,4.3,127012,47663,Low,73475.0
M5,2010,North America,White,Petrol,Manual,2.2,57924,76730,Low,109629.0
M3,2015,Europe,White,Electric,Manual,2.3,119574,107212,High,77187.0
3 Series,2014,North America,Red,Petrol,Manual,1.6,186665,43210,Low,38942.0
3 Series,2015,South America,Black,Electric,Manual,2.8,124097,32531,Low,38231.0
X3,2012,Africa,Red,Electric,Automatic,2.6,179668,95036,Low,42457.0
X1,2019,Middle East,White,Hybrid,Manual,3.7,57457,116139,Low,35006.0
X6,2021,Africa,Red,Diesel,Automatic,4.4,47121,33962,High,67223.0
X1,2019,Middle East,Silver,Diesel,Manual,2.0,192529,96772,Low,37287.0
i3,2015,Africa,Blue,Hybrid,Manual,4.7,54929,34011,High,44955.0
M3,2011,Middle East,White,Electric,Automatic,1.6,124730,43960,Low,72593.0
X6,2024,Europe,White,Diesel,Automatic,4.4,29666,103792,High,68950.0
X3,2021,Europe,Blue,Petrol,Manual,3.2,173545,103415,High,40646.0
X6,2015,Middle East,Red,Diesel,Automatic,4.8,11130,40975,Low,64787.0
X1,2022,Europe,Silver,Electric,Manual,3.1,145951,75332,Low,36626.0
M5,2022,North America,Grey,Hybrid,Manual,4.7,166281,70981,Low,109584.0
5 Series,2013,South America,Red,Petrol,Automatic,2.3,154326,94121,Low,36506.0
7 Series,2013,South America,Grey,Hybrid,Automatic,3.7,186458,59437,High,93276.0
X5,2023,North America,Blue,Petrol,Automatic,5.0,86630,94057,Low,58488.0
X5,2020,North America,Black,Petrol,Automatic,2.8,109074,31834,High,59897.0
X3,2023,Middle East,Blue,Electric,Manual,1.7,189846,118746,Low,41075.0
M5,2012,South America,Blue,Hybrid,Automatic,4.5,171018,34139,Low,110950.0
5 Series,2020,Africa,Silver,Electric,Automatic,3.2,103728,50842,Low,36824.0
